15983230	IGT	impaired glucose tolerance
15983230	SNPs	single nucleotide polymorphisms
15987266	CHX	cycloheximide
15987266	MFS	mossy fiber sprouting
15987266	Pilo	pilocarpine
15991002	EPM	elevated plus-maze
16000134	SMV	superior mesenteric vein
16001362	ADCA	Autosomal dominant cerebellar ataxia
16001362	GEF	guanine-nucleotide exchange factor
16001362	UTR	untranslated region
16005363	WFS	Wolfram syndrome
1601297	ECG	electrocardiograms
16018252	ORF	open reading frame
16018252	Tyr	Tyrosine
16034922	HT	Hormone therapy
16051693	NAFLD	nonalcoholic fatty liver disease
16051693	PEMT	Phosphatidylethanolamine N-methyltransferase
16083708	DILI	drug-induced liver injury
1610789	GALT	galactose-1-phosphate uridyltransferase
16112787	CAT	catalase
16112787	MDA	malondialdehyde
16112787	NAG	N-acetyl-beta-d-glucosaminidase
16112787	ROS	reactive oxygen species
16112787	SOD	superoxide dismutase
16112787	VCM	vancomycin
16112787	i.p.	intraperitoneally
16116131	SMA	supplementary motor area
16116131	rTMS	repetitive transcranial magnetic stimulation
16120104	5'-UTR	5'-untranslated region
16120104	ASPS	advanced sleep phase syndrome
16120104	PER2	PERIOD2
16152606	ALL	acute lymphoblastic leukemia
16152606	HL	Hodgkin lymphoma
16152606	NBS	Nijmegen breakage syndrome
16152606	NHL	non-Hodgkin lymphoma
16157158	BMI	body mass index
16157158	SAD	seasonal affective disorder
1615846	HDL	high-density lipoprotein
1615846	LDL	low-density lipoprotein
16160878	U-II	Urotensin-II
16160878	i.c.v.	Intracerebroventricular
16167916	PAI-1	plasminogen activator inhibitor-1
16167916	TAFI	thrombin-activatable fibrinolysis inhibitor
16167916	tPA	tissue-type plasminogen activator
16186368	BCD	Bietti crystalline dystrophy
16186368	ERG	electroretinography
16200390	5-HT	5-hydroxytryptamine
16200390	AADC	amino acid decarboxylase
16200390	MAOA	monoamine oxidase A
16200390	TPH	tryptophan hydroxylase
16252083	MMR	mismatch repair
16277682	PDB	Paget's disease of bone
16277682	p62/SQSTM1	p62/Sequestosome 1 gene
16277682	p62/SQSTM1	p62/sequestosome 1
16288197	MCOR	microcoria locus
16288197	MYOC	myocilin
16288197	OPTN	optineurin
16288199	SNPs	single nucleotide polymorphisms
16298782	NO	nitric oxide
16309808	NaSSA	noradrenergic and specific serotonergic antidepressant
16309808	RLS	restless legs syndrome
16321363	CDG-Ic	congenital disorder of glycosylation-Ic
16323982	Apo	apolipoproteins
16323982	CPA	cyproterone acetate
16323982	LP	lipoproteins
16323982	TG	triglycerides
16330669	EORTC	WHO-European Organisation for Research and Treatment of Cancer
16330669	FISH	fluorescence in situ hybridization
16330669	PCFCL	primary cutaneous follicle center lymphoma
16330669	PCLBCL	primary cutaneous large B-cell lymphoma
16330766	fMRI	functional magnetic resonance imaging
16337777	CCO	cytochrome c oxidase
16337777	FR	free radical
16364460	MWM	Morris water maze
16369751	5-FU	5-fluorouracil
16369751	FBAL	alpha-fluoro-beta-alanine
16391785	DOCK8	dedicator of cytokinesis 8
16403073	TdP	torsades de pointes
16410744	PCR	Polymerase chain reaction
16412238	FPLD3	familial partial lipodystrophy type 3
16412238	MIM	Mendelian Inheritance in Man
16418600	SIDS	Sudden infant death syndrome
16419642	MR	mineralocorticoid receptor
16428827	ACh	acetylcholine
16428827	AD	Alzheimer's disease
16428827	ChAT	choline acetyltransferase
16506214	CAPS	cancer prostate in Sweden
16506214	SNPs	single nucleotide polymorphisms
16526029	RGS4	regulator of G-protein signaling 4
16526029	SNP	single nucleotide polymorphisms
16543197	LCA	Leber congenital amaurosis
16543197	RP	retinitis pigmentosa
16565833	DOX	doxorubicin
16565833	monoHER	monohydroxyethylrutoside
16574712	DEX	Dysexecutive Questionnaire
16574712	MDMA	3,4-methylenedioxymethamphetamine
16575011	FU	fluorouracil
16575011	HR	hazard ratio
16575011	SNP	single nucleotide polymorphism
16575011	TS	thymidylate synthase
16575011	bp	base pair
16584858	LDH	lactate dehydrogenase
16584858	MI	myocardial infarction
16584858	TTC	triphenyl tetrazolium chloride
16586083	NT-proBNP	N-terminal pro brain natriuretic peptide
16611040	CF	Cystic fibrosis
16629641	HCV	hepatitis C virus
16629641	SVRs	sustained virologic responses
1664218	NSCLC	non-small cell lung cancer
16680561	CYP	cytochrome P450 isoenzyme
1671851	ALD	adrenoleukodystrophy
1671881	PAH	phenylalanine hydroxylase
1671881	PAH	phenylalanine hydroxylase
16720068	NMS	neuroleptic malignant syndrome
16723784	AF	atrial fibrillation
16723784	AFL	atrial flutter
16723784	Bpd	Bepridil hydrochloride
16723784	Tdp	torsade de pointes
16725121	NET	norepinephrine transporter
16731636	HR	heart rate
16731636	Iso	isoproterenol
16731636	LV	left ventricular
16731636	RAS	renin-angiotensin system
16731636	SD	Sprague-Dawley
16731636	beta-AR	beta-adrenoceptor
1673289	HD	Huntington disease
16737910	NLS	nuclear localization signal
16737910	TEL	Translocation-Ets-Leukemia
16755009	DCE	Daucus carota seeds
1676565	PLP	proteolipid protein
1676565	PMD	Pelizaeus-Merzbacher disease
1678319	APC	adenomatous polyposis coli
1678319	DP1	deleted in polyposis 1
16786513	GSD-V	Glycogen storage disease type V
16787750	VPA	Valproic acid
1679035	FMF	familial Mediterranean fever
1679035	RFLP	restriction fragment length polymorphism
1679035	SAA	serum amyloid A
16810074	ET-1	endothelin-1
16810074	NO	nitric oxide
16820346	SBP	systolic blood pressure
16820346	atorva	atorvastatin
16820346	dex	dexamethasone
1682919	BCL1	B-cell lymphoma 1
16838170	CI	confidence interval
16838170	HNF4alpha	Hepatocyte nuclear factor 4alpha
16838170	IGT	impaired glucose tolerance
16838170	SNPs	single nucleotide polymorphisms
16840830	MEN1	Multiple endocrine neoplasia type 1
16840830	PHPT	primary hyperparathyroidism
1684088	ARSA	arylsulfatase A
1684088	MLD	metachromatic leukodystrophy
16843501	Fpg	formamidopyrimidine-DNA glycosylase
16844102	DA	dopamine
16844102	DFO	deferoxamine
16844102	MA	Methamphetamine
16844102	alpha-TC	alpha-tocopherol
1684569	RFLP	Restriction fragment length polymorphism
1684569	WAS	Wiskott-Aldrich syndrome
16849419	HHRH	Hereditary hypophosphatemic rickets with hypercalciuria
16867021	RAMH	(R)-alpha-methylhistamine
16867021	THP	thioperamide
16867246	EPS	Extrapyramidal syndrome
16867246	PCR	polymerase chain reaction
16906379	CRP	C-reactive protein
16911931	HBIg	hepatitis B immune globulin
16911931	HBV	hepatitis B virus
16920333	CBZ	carbamazepine
16920333	OXC	oxcarbazepine
16970763	FEVR	familial exudative vitreoretinopathy
16970763	ROP	retinopathy of prematurity
17000021	JIA	juvenile idiopathic arthritis
17000021	SNP	single nucleotide polymorphisms
17000021	T1D	type 1 diabetes
17003357	Lyp	lymphoid-specific phosphatase
17003923	SNPs	single nucleotide polymorphisms
17006606	FAS	FS-7 cell-associated cell surface antigen
17006606	IL1beta	interleukin 1 beta
17006606	NFkappaB	nuclear factor of kappa B
17033686	MR	mental retardation
17035713	CAA	Chloroacetaldehyde
17035713	IFO	ifosfamide
17035713	SH	sulfhydryl
17042884	BARS	Barnes Akathisia Rating Scale
17042884	EPS	extrapyramidal symptoms
17042884	SAS	Simpson-Angus Scale
17042910	Ato	Atorvastatin
17042910	Dex	Dexamethasone
17042910	NO	nitric oxide
17042910	SBP	Systolic blood pressure
17042910	SD	Sprague-Dawley
17042910	eNOS	endothelial NO synthase
17059986	GS	Gitelman syndrome
17065198	AK	actinic keratosis
17065198	CsA	cyclosporin A
17065198	HPV	Human Papillomas Virus
17065198	NMSCs	non-melanoma skin cancers
17065198	RTRs	renal transplant recipients
17065198	SCCs	squamous cell carcinomas
17069550	ABC	Aberrant Behavior Checklist
1707231	PLP	proteolipid protein
17083016	CI	confidence interval
17083016	OR	odds ratio
17083016	SP	Surfactant protein
1709636	PAH	phenylalanine hydroxylase
1709636	PKU	Phenylketonuria
1711760	MAP	mean arterial pressure
1711760	MCAO	middle cerebral artery occlusion
1711760	SG	Specific gravity
17166870	CI	confidence interval
17166870	ENG	Endoglin gene
17166870	OR	odds ratio
17166870	PAH	pulmonary arterial hypertension
17166870	SSc	Systemic sclerosis
17166870	TGF-beta	transforming growth factor-beta
17175308	CAN	chronic allograft nephropathy
17175308	SRL	Sirolimus
17177139	RTH	Resistance to thyroid hormone
17177139	RXR	retinoid X receptor
17177139	TH	thyroid hormones
17177139	TRbeta	thyroid hormone beta receptor
17177139	TSH	thyroid stimulating hormone
17185386	DISC1	'Disrupted in Schizophrenia 1'
17194457	5-HIAA	5-hydroxyindoleacetic acid
17194457	AAS	anabolic androgenic steroid
17194457	T	testosterone
1720453	IVA	ifosfamide, vincristine, and dactinomycin
17221831	AD	Alzheimer's disease
17221831	PNP	purine nucleoside phosphorylase
17221831	SNP	single nucleotide polymorphism
17242861	CSS	Chromosome substitution strains
17244258	4-DAMP	4-diphenylacetoxy-N-methylpiperidine
17255138	AMI	acute myocardial infarction
17255138	GI	gastrointestinal
17255138	NS	non-selective
17255138	NSAIDs	non-steroidal anti-inflammatory drugs
17261653	HCN	hyperpolarization-activated cyclic nucleotide-gated
17277899	ACE	Alu sequences
17277899	STRs	short tandem repeats
17286451	LOH	loss of heterozygosity
17286451	RB	retinoblastoma
17297207	ECG	electrocardiography
17297207	PVC	premature ventricular contraction
17304550	FISH	fluorescence in situ hybridization
17318851	FGFR1	fibroblast growth factor receptor 1
17318851	IRF6	Interferon regulatory factor 6
17343925	TEOAEs	transient evoked otoacoustic emissions
17344330	TdP	torsade de pointes
17345627	BMP4	bone morphogenetic protein 4
17345627	BMPs	Bone morphogenetic proteins
17345627	FOP	fibrodysplasia ossificans progressiva
17345627	bmp5	bone morphogenetic protein 5
17351238	GTN	glyceryl trinitrate
17356399	ALL	acute lymphoblastic leukemia
17379047	BP	blood pressure
17379047	HCTZ	hydrochlorothiazide
17379047	MSDBP	mean sitting diastolic BP
17379047	MSSBP	mean sitting systolic BP
17379047	VAL	valsartan
17391797	NASH	nonalcoholic steatohepatitis
17391797	PCR	polymerase chain reaction
17391797	PEMT	phosphatidylethanolamine N-methyltransferase
17395743	ESRD	end-stage renal disease
17395743	SNPs	single nucleotide polymorphisms
17397547	GO	gene ontology
17397547	IPA	Ingenuity Pathways Analysis
17397547	LPS	lipopolysaccharide
17397547	PAR	Protease-activated receptors
17397547	Q-PCR	quantitative PCR
17397547	SP	substance P
17400887	PN	postnatal days
17437408	AEDs	antiepileptic drugs
17437408	BBB	blood-brain barrier
17437408	MRP2	multidrug resistance protein 2
17437408	Pgp	P-glycoprotein
17437408	TR(-)	transport-deficient
17439425	GC-HT	Glucocorticoid-induced hypertension
17439425	SBP	Systolic blood pressures
17439425	XO	xanthine oxidase
17439425	dex	dexamethasone
17439425	dex-HT	dexamethasone-induced hypertension
17445520	MDP	major depression with panic attacks
17445520	PD	panic disorder
17466854	CARE	Cardiac Angiography in Renally Impaired Patients
17484470	LV	left ventricular
17484470	MAP	mitral annuloplasty
17484470	MR	mitral regurgitation
17495183	DPS	Diabetes Prevention Study
17495183	IGT	impaired glucose tolerance
17495183	T2D	type 2 diabetes
17495183	TNMD	tenomodulin
17496739	CAPD	continuous ambulatory peritoneal dialysis
17496739	GTCS	generalized tonic-clonic seizure
17532790	LID	L-DOPA-induced dyskinesia
17532790	MS	mass spectrometry
17532790	PD	Parkinson's disease
17549393	IRF6	interferon regulatory factor 6
17549393	VWS	Van der Woude syndrome
17554526	CN	cocaine naive participants
17554526	EFE	emotional facial expression
17554526	OC	occasional cocaine
17554526	RC	recreational cocaine
17562951	CARE	Cardiac Angiography in Renally Impaired Patients
17562951	SCr	Serum creatinine
1756784	GFAP	glial fibrillary acidic protein
1756784	SNR	substantia nigra
17572393	BCNU	carmustine-[1,3-bis ( 2-chloroethyl ) -1-nitrosoure]
17572393	BCNU	carmustine-[1,3-bis (2-chloroethyl)-1-nitrosoure]
17595233	CARD	2/caspase recruitment domain
17595233	IBD	inflammatory bowel disease
17595233	NOD	nucleotide oligomerisation domain
17595233	Omp	outer membrane porin
17595233	TLR	Toll-like receptor
1760851	DOX	doxorubicin
1760851	HPMA	N-(2-hydroxypropyl)methacrylamide
17628794	Ala	alanine
17628794	Mn-SOD	Manganese superoxide dismutase
17628794	Mn-SOD	manganese superoxide dismutase gene
17628794	Val	valine
17634480	ROS	reactive oxygen species
17634480	SNPs	single nucleotide polymorphisms
17639754	HBV	hepatitis B virus
17671735	GJB6	Delta(GJB6-D13S1830)
17683901	FGFR3	fibroblast growth factor receptor 3
1769645	PAH	phenylalanine hydroxylase
1776638	FPC	familial polyposis coli
1776638	GS	Gardner syndrome
1779253	PHN	post-herpetic neuralgia
1779253	VAS	visual analogue scale
17828434	MIP	Myo-inositol-1-phosphate
17854040	ARV	antiretroviral
17854040	HAART	highly active antiretroviral ( ARV ) treatment
17854040	HAART	highly active antiretroviral (ARV) treatment
17854040	HBV	HBsAg- positive
17854040	HBV	HBsAg-negative
17854040	HBV	hepatitis B virus
17854040	HIV	human immunodeficiency virus
17854040	RT	reverse transcriptase
17877751	TMC1	transmembrane channel-like gene 1
17879100	ATIN	Acute tubulo-interstitial nephritis
17879100	BUN	blood urea nitrogen
17879100	NSAIDs	non-steroidal anti-inflammatory drugs
17879100	TBM	tubular basement membrane
17879217	IE	infective endocarditis
17910065	SSCP	Single stranded conformational polymorphism
17931375	VAS	visual analog scale
17935240	XLRP	X-linked retinitis pigmentosa
17943461	AIDS	acquired immunodeficiency syndrome
17943461	DCM	Dilated cardiomyopathy
17943461	HAART	Highly active antiretroviral therapy
17943461	NTg	non-transgenic
17951029	FDH	Focal dermal hypoplasia
17951029	GAA	glutamic acid residue
17951029	TAA	to a premature termination codon
17954033	PCR-RFLP	polymerase chain reaction-restriction fragment length polymorphism
17959715	MMR	mismatch repair
17959715	PCR	polymerase chain reaction
17959715	t-AML	therapy related acute myeloid leukaemia
17962394	NYS	nystagmus
17965424	AEs	adverse experiences
17965424	EDGE-II	etoricoxib vs diclofenac sodium gastrointestinal tolerability and effectiveness trial
17965424	GI	gastrointestinal
17965424	PGADS	Patient Global Assessment of Disease Status
17965424	RA	rheumatoid arthritis
17968299	ARMS-PCR	amplification refractory mutation system polymerase chain reaction
18000905	BPRs	birth prevalence rates
18000905	CL/P	cleft palate
18000905	CPO	cleft palate only
18000905	ECLAMC	Estudio Colaborativo Latinoamericano de Malformaciones Congenitas
18020536	BZDs/RDs	benzodiazepines or related drugs
18020536	MMSE	Mini-Mental State Examination
18020536	SD	standard deviation
18046082	LPG	Lipoprotein glomerulopathy
18046082	apoE	and elevated plasma levels of apolipoprotein E
18046082	apoE	arginine 150 proline
18050247	IRAK1	interleukin-1 receptor-associated kinase 1 gene
18050247	SLE	systemic lupus erythematosus
18050247	SNPs	single-nucleotide polymorphisms
18050247	TDT	transmission disequilibrium testing
18081909	EEG	electroencephalogram
18081909	LEV	levetiracetam
18081909	VPA	valproate
18083142	DBH	dopamine beta-hydroxylase
18083142	Dbh -/-	dopamine beta-hydroxylase knockout
18083142	EPM	elevated plus maze
18083142	NE	norepinephrine
18162529	PRL-R	prolactin receptors
18165598	COX	cyclooxygenase
18165598	PGE2	prostaglandin E2
18165598	TXB2	thromboxane B2
18166824	POF	premature ovarian failure
18179903	MPS	Multiple pterygium syndromes
18179903	RAPSN	rapsyn
18182964	ADHD	attention-deficit/hyperactivity disorder
18189233	RNASEL	ribonuclease L
18189308	CYP	cyclophosphamide
18189308	DRG	dorsal root ganglia
18189308	GFAP	glial fibrillary acidic protein
18189308	NGF	nerve growth factor
18189308	Trks	tyrosine kinase receptors
18208574	HIT	heparin-induced thrombocytopenia
18208574	OD	optical density
18221780	NMDA	N-methyl-D-aspartate
18235024	CDSRR	Cone dystrophy with supernormal rod response
18257781	ADPKD	Autosomal dominant polycystic kidney disease
18257781	DGGE	denaturing gradient gel electrophoresis
18257781	IMCD	Inner medullar collecting duct
18257781	PBMCs	peripheral blood mononuclear cells
18261172	ARB	angiotensin-releasing blocker
18261172	IS	immunosuppressive
18261172	Srl	sirolmus
18270997	COMT	Catechol-O-methyltransferase
18270997	SNP	single nucleotide polymorphism
18308784	LTP	long-term potentiation
18308784	NMDA	N-methyl-D-aspartate
1831007	HD	Huntington disease
1831007	TS	Tourette syndrome
18310445	BMP	bone morphogenetic proteins
18310445	BMPRIA	BMP receptor types IA
1833974	SSCP	single-strand conformational polymorphisms
18340638	PS	phosphatidylserine
18343374	CC	clomiphene citrate
1835291	FEV1	forced expiratory volume in 1 second
18366737	TCA	tricarboxylic acid
18385794	CSGE	Conformational sensitive gel electrophoresis
18385794	HMG	high mobility group
18397285	VWD	von Willebrand disease
18397285	VWF	von Willebrand factor
18399341	ASA	American Society of Anesthesiologists
18408250	HLA	human leukocyte antigen
18408250	IRF5	Interferon regulatory factor 5
18408250	OR	odds ratio
18408250	RA	rheumatoid arthritis
18408250	SE	shared epitope
18408250	SLE	systemic lupus erythaematosus
18408250	SNPs	single nucleotide polymorphisms
18410508	DA	dopamine
18410508	METH	Methamphetamine
18410508	eGFP	enhanced green fluorescent protein
18410548	LOH	Loss of heterozygosity
18410548	PAP	Pituitary adenoma predisposition
18417364	BOLD	blood oxygen level-dependent
18417364	NIN	nicotine-induced nystagmus
18417364	fMRI	functional magnetic resonance imaging
18422462	EFV	efavirenz
18422462	HAART	highly active antiretroviral therapy
18422462	NVP	nevirapine
18439317	G/D	guanine insertion/deletion
18439317	MMPs	Matrix metalloproteinases
18439803	VPA	valproic acid
18441470	AV	atrioventricular
18442015	LPO	lipid peroxide
18450790	CLE	cutaneous lupus erythematosus
18450790	SAP	sensory action potential
18457324	CHF	congestive heart failure
18457324	M	methionine
18457324	NQO1	NQO1*2
18457324	OR	odds ratio
18457324	V	valine
18464113	ALT	alanine aminotransferase
18464113	CT	chemotherapy
18464113	HBV	Hepatitis B virus
18470323	LCDI	lattice corneal dystrophy type I
18470323	PCR-RFLP	polymerase chain reaction-restriction fragment length polymorphism
18483878	CYP	cyclophosphamide
18483878	VIP	Vasoactive intestinal polypeptide
18483878	VIP-/-	vasoactive intestinal polypeptide knockout
18483878	WT	wild type
1848636	PM	poor metabolizers
18487244	mtDNA	mitochondrial DNA
18507837	SEARCH	Studies of Epidemiology and Risk factors in Cancer Heredity
18507837	SNP	single nucleotide polymorphism
18560792	PD	Parkinson's disease
1858969	DEC	diethylcarbamazine
18593936	Sp	specificity protein
18593936	VEGF	vascular endothelial growth factor
18593936	VEGFR1	VEGF receptor 1
18593936	kappaB	NF-kappaB
18619688	3MA	3-methyladenine
18619688	MPT	mitochondrial permeability transition
18631865	mToR	mammalian target of rapamycin
18672102	CHD	congenital heart disease
18672102	DHPLC	denaturing high-performance liquid chromatography
18672102	VSD	ventricular septal defect
18674790	HFD	high fat diet
18674790	ND	normal diet-fed
18674790	OB	obese
18681856	NAH	non-autoimmune hyperthyroidism
18699851	CGH	array-comparative genomic hybridization
18699851	MCL	Mantle cell lymphoma
18703024	PD	protein deprived
18726058	BAEPs	Brainstem auditory evoked potentials
18752389	UGT	uridine diphosphate glucoronosyltransferases
18768591	sgk1(-/-)	SGK1
18772193	alpha-syn	alpha-synuclein
18779591	MFA	Multiple fibroadenomas
18779591	Prl	prolactin
18779591	STAT5	signal transducer and activator of transcription 5
18791947	BSS	Bernard-Soulier Syndrome
18808529	DGC	dystrophin-glycoprotein complex
18809400	DRG	dorsal root ganglion
18821488	CN	cyanide
18821488	IV	intravenously
18821488	MHb	methemoglobin
18827003	hGR	human glucocorticoid receptor
18945509	CAD	coronary artery disease
18951540	PD	Parkinson's disease
18951540	rTMS	repetitive transcranial magnetic stimulation
1897530	GALT	galactose-1-phosphate uridyl transferase
18987260	ADR	adriamycin
18987260	SHR	spontaneously hypertensive rats
18991055	OR	odds ratio
18991055	SNPs	single nucleotide polymorphisms
18991055	T2DM	type 2 diabetes mellitus
18996674	ED	Emergency Department
19037252	PLCE1	phospholipase C epsilon 1
19037603	HBV	hepatitis B virus
19037603	HBs Ag	hepatitis B virus surface antigen
19048115	NF1	Neurofibromin 1
19048115	OSC	Ovarian serous carcinoma
19058010	ISO	isoproterenol
19067809	ATR1	angiotensin II receptor type 1
19067809	DBP	diastolic blood pressure
19067809	HUT	head-up tilt test
19067809	I/D ACE	in genomic DNA: angiotensin-converting enzyme insertion/deletion polymorphism
19067809	SBP	systolic blood pressure
19067809	SDNN	standard deviation of the normal-to-normal
19082493	CRC	colorectal cancer
19082493	PCR	polymerase chain reaction
19082493	PFS	progression-free survival
19082493	SNP	single nucleotide polymorphism
19082493	VNTR	variable number of tandem repeats
19101703	OPMD	Oculopharyngeal muscular dystrophy
19101703	PABPN1	polyadenylate binding-protein nuclear 1
19139825	GBM	glioblastoma multiforme
19139825	OS	overall survival
19178808	ETT	endotracheal tube
19178808	FESS	functional endoscopic sinus surgery
19178808	FRLMA	flexible reinforced laryngeal mask airway
19178808	TIVA	total i.v. anesthesia
19184102	NAFLD	nonalcoholic fatty liver disease
19184102	VPA	Valproic acid
1919871	RPN	Renal papillary necrosis
19207031	GH	growth hormone
19207031	GHD	GH-deficiency
19207031	SDS	IGF-1-standard deviation score
19208385	OI	Osteogenesis imperfecta
19211690	BP	Blood pressure
19211690	DS	Dahl salt-sensitive rats
19211690	HS	high-salt
19211690	LS	low-salt
19218574	CI	confidence interval
19218574	PCOS	polycystic ovary syndrome
19218574	PI	Phosphatidylinositol
19234905	ADL	activities of daily living
19234905	GPi	globus pallidus interna
19234905	PD	Parkinson's disease
19234905	STN	subthalamic nucleus
19234905	UPDRS	Unified Parkinson's Disease Rating Scale
19263707	ANCA	Antineutrophil cytoplasmic antibody
19263707	PTU	propylthiouracil
19276632	DSD	disorders of sex development
19293073	CVD	cardiovascular disease
19293073	RCTs	randomized, controlled trials
19293073	USPSTF	U.S. Preventive Services Task Force
19299179	PCP	Pneumocystis pneumonia
19306381	MPNSTs	Malignant peripheral nerve sheath tumors
19306381	NF1	neurofibromatosis Type 1
19306381	NRG-1	neuregulin-1
19319147	PCC	prothrombin complex concentrate
19319147	W-ICH	Warfarin-associated intracerebral hemorrhage
19338378	ACTs	activated clotting times
19338378	HIT	heparin-induced thrombocytopenia
19338378	PCI	percutaneous coronary intervention
19338378	aPTTs	activated partial thromboplastin times
19346865	ADC	apparent diffusion coefficient
19346865	DWI	diffusion-weighted imaging
19346865	FLAIR	fluid attenuated inversion recovery
19346865	MRI	magnetic resonance imaging
19353688	IT	Insertional translocations
19353688	PCDH9	protocadherin-9
19353688	STR	Short tandem repeat
19356053	CNI	calcineurin inhibitor
19356307	OFH	open field habituation test
19356307	PA	passive avoidance test
19365571	EM	electron microscope
19365571	KS	keratan sulfate
19365571	LM	light microscope
19365571	MCD	macular corneal dystrophy
19365571	PCR	polymerase chain reaction
19370764	MLIII	Mucolipidosis type III
19370764	NMD	nonsense-mediated mRNA decay
1937471	HPRT	hypoxanthine-guanine phosphoribosyltransferase
19394258	dGK	Deoxyguanosine kinase
19419794	CPu	caudate-putamen
19419794	Cg	cingulate cortex
19419794	DA	dopamine
19419794	PENK	proenkephalin
19447152	ICV	intracerebroventricular
19447152	TBARSs	thiobarbituric acid reactive substances
19463742	JNK	c-Jun N-terminal kinase
19473225	PAC	paclitaxel
19484664	ACE	angiotensin converting enzyme
19508969	JBTS	Joubert syndrome
19508969	LOD	logarithm of odds
19508969	MKS	Meckel-Gruber syndrome
19508969	NPHP	Nephronophthisis
19515070	AKI	acute kidney injury
19521089	PD	Parkinson's disease
19536134	TAK1	TGFbeta activated kinase 1
19549709	IHC	immunohistochemistry
19549709	NSCLC	non-small-cell lung cancer
19549709	ORR	overall response rate
19549709	PFSs	progression-free survivals
19549709	mTOR	mammalian target of rapamycin
19549709	pAKT	phospho AKT
19565319	ASDs	Autism spectrum disorders
19581773	CHC	chronic hepatitis C
19581773	IFN	interferon
19592582	IRIDA	iron-refractory iron deficiency anemia
19624920	MDR TB	multidrug-resistant tuberculosis
19631624	ACC	anterior cingulated cortex
19631624	fMRI	functional magnetic resonance imaging
19655282	CTA	computerized tomography angiography
19655282	EDs	emergency departments
19672862	CDK	cyclin-dependent kinase
19672862	GSK-3beta	glycogen synthase kinase-3beta
19672862	PKC	protein kinase C
19672862	PTEN	phosphatase and tensin homolog
19672862	p21	p21(Cip1/WAF1)
19672862	p27	p27(Kip1)
1968617	PAH	phenylalanine hydroxylase
1968617	PKU	Phenylketonuria
19692487	AQP2	aquaporin-2
19692487	PG	prostaglandin
19692487	mPGES-1	microsomal prostaglandin E synthase-1
19692487	q	quantitative
19696792	SNPs	single nucleotide polymorphisms
19707748	CYP	cytochrome P450
19719056	ED	etodolac-dextran conjugates
19721134	4-DAMP	4-diphenylacetoxy-N-methylpiperidine-methiodide
19721134	mAChR	M(3)-muscarinic acetylcholine receptor
19728177	FHF	fulminant hepatic failure
19728177	MICU	medical intensive care unit
1973404	AGA	aspartylglucosaminidase
1973404	AGU	Aspartylglucosaminuria
1975560	APOC1	apolipoprotein C1
19759529	DAT(-/-)	dopamine transporter
19759529	GlyT1	glycine transporter-1
19759529	NMDA	N-methyl-D-aspartate
19767176	PDTC	Pyrrolidine dithiocarbamate
19779499	HypoPP	Hypokalaemic periodic paralysis
1978564	FAP	familial adenomatous polyposis
19789368	CIMP	CpG island methylator phenotype
19789368	MAPK	RAS-mitogen-activated protein kinase
19789368	MSI	microsatellite instability
19789368	PI3K	phosphatidylinositol 3-kinase
19789368	VDR	vitamin D receptor
19811499	BMP	bone morphogenetic protein
19811499	CM	conditioned media
19811499	NF	nuclear factor
19811499	PC	prostate cancer
19811499	PI3K	phosphoinositide 3-kinase
19811499	TNF	tumor necrosis factor
19815465	VGB	vigabatrin
1981994	MEF	Mediterranean fever
1981994	SAA	serum amyloid A
19825989	ERK	extracellular signal-regulated kinase
19825989	PKC	/Ca(2+)/protein kinase C
19825989	VEGF	vascular endothelial growth factor
19841052	CI	confidence interval
19841052	HR	hazard ratio
19843802	CVVHDF	continuous venovenous hemodiafiltration
19880293	PCR-SSP	PCR sequence-specific primer
19880293	RFLP	PCR-restriction fragment length polymorphism
19880293	SNPs	single-nucleotide polymorphisms
19881468	CI	confidence interval
19881468	OR	odds ratio
19881468	hOGG1	Human 8-oxoguanine DNA glycosylase 1
19884587	AOR	adjusted OR
19884587	CI	confidence interval
19884587	ORs	Odds ratios
19889778	BCP	basal core promoter
19889778	HBV	hepatitis B virus
19889778	LAM	lamivudine
19889778	PC	precore
19914299	5-FU	5-fluorouracil
19914299	CER	conditioned emotional response test
19914299	OLR	object location recognition test
19918264	Arg	arginine
19918264	FGFR4	Fibroblast growth factor receptor 4
19918264	Gly	glycine
19920070	ECM	extracellular matrix
19920070	ILK	integrin-linked kinase
19920070	PB	phenobarbital
19920070	WT	Wild-type
19923525	NIMO	nimodipine
19923525	NTG	nitroglycerin
19923525	PA	passive avoidance
1992636	ddI	didanosine
19957053	CO	cardiac output
19957053	HR	Heart rate
19957053	MAP	mean arterial pressure
19957053	SV	stroke volume
1999339	G6PD	Glucose-6-phosphate dehydrogenase
19996135	TXA	tranexamic acid
20003049	CPB	cardiopulmonary bypass
20003049	DTIs	Direct thrombin inhibitors
20003049	ECT	ecarin clotting time
20003049	HIT	heparin-induced thrombocytopenia
20003049	HITT	HIT with thrombosis
20005218	EH	Essential Hypertension
20009434	HD-MTX	High-dose methotrexate
20009434	PTLD	post-transplantation lymphoproliferative disorder
20024739	ART	antiretroviral therapy
20034406	SE	status epilepticus
20046642	GR	glutathione reductase
20046642	MDA	malondialdehyde
20046642	MT	metallothionein
20046642	STM	short-term memory
20046642	TNFalpha	tumor necrosis factor-alpha
2006152	PKU	phenylketonuria
20067456	ASEX	Arizona Sexual Experience Scale
20067456	CGI-SF	Clinical Global Impression-Sexual Function
